Owner,Address,PrimeType,SecondType,GarOrLot,RegCap,ValetCap,MCCap,LANDUSETYP,Location 1
Private,301 25th Ave,CPO, ,L,5,0,0,automotive,"(37.783636, -122.485067)"
Private,3434 17th St,CPO, ,L,26,0,0,religious,"(37.763413, -122.422315)"
Private,750 Bryant St,CPO, ,L,12,0,0,retail,"(37.777158, -122.401225)"
Private,678 Portola Dr,CPO, ,L,20,0,0,religious,"(37.745028, -122.452947)"
Private,430 Irwin St,CPO, ,L,15,0,0,retail,"(37.767928, -122.398186)"
Private,1801 Vicente St,CPO, ,L,15,0,0,restaurant,"(37.738602, -122.48583)"
Private,4600 Mission St,CPO, ,L,23,0,0,grocery,"(37.724587, -122.434946)"
Private,2230 Mission St,CPO, ,L,13,0,0,restaurant,"(37.76122, -122.419375)"
Private,570 Turk St,CPO, ,L,30,0,0,hotel,"(37.782394, -122.418301)"
Private,3945 Judah St,CPO, ,L,4,0,0,automotive,"(37.760242, -122.504074)"
Private,2820 Alemany Blvd,CPO, ,L,56,0,0,automotive,"(37.712964, -122.450987)"
Private,2990 San Bruno Ave,CPO, ,L,4,0,0,retail,"(37.724122, -122.402246)"
Private,2800 Geary Blvd,CPO, ,L,22,0,0,automotive,"(37.782469, -122.449191)"
Private,121 Haight St,CPO, ,L,14,0,0,religious,"(37.772619, -122.424322)"
Private,279 West Portal Ave,CPO, ,L,12,0,0,service,"(37.738076, -122.468282)"
Private,1699 Market St,CPO, ,L,28,0,0,retail,"(37.772368, -122.422134)"
Private,649 Brannan St,CPO, ,L,12,0,0,retail,"(37.775509, -122.399477)"
Private,1810 Folsom St,CPO, ,L,132,0,0,grocery,"(37.768248, -122.415933)"
Private,345 Williams Ave,CPO, ,L,107,0,0,grocery,"(37.729945, -122.399045)"
Private,242 Laguna Honda Blvd,CPO, ,L,53,0,0,religious,"(37.750171, -122.460885)"
Private,757 Market St,CPO, ,G,300,0,0,hotel,"(37.786314, -122.404414)"
Private,1210 Armstrong,CPO, ,L,20,0,0,office,"(37.722291, -122.384757)"
Private,1501 Lombard St,CPO, ,G,30,0,0,hotel,"(37.800764, -122.426082)"
GGNRA,1368 Bay St,CPO, ,L,100,0,0,entertainment,"(37.803745, -122.429329)"
Private,191 SUTTER ST,CPO, , ,40,0,0,hotel,"(37.789607, -122.403385)"
Private,4750 Geary Blvd,CPO, ,L,17,0,0,hotel,"(37.780978, -122.470009)"
Private,2558 Mission St,CPO, ,L,12,0,0,retail,"(37.755772, -122.419428)"
Private,1201 Webster St,CPO, ,L,71,0,0,religious,"(37.781533, -122.430695)"
Private,1540 PINE ST,CPO, ,G,40,0,0,retail,"(37.789687, -122.421045)"
Private,902 07th St,CPO, ,L,24,0,0,retail,"(37.770231, -122.399903)"
Private,101 Cargo Way,CPO, ,L,36,0,0,retail,"(37.740284, -122.377474)"
Private,204 Division St,CPO, ,L,150,0,0,entertainment,"(37.769499, -122.406342)"
Private,2301 Market St,CPO, ,G,23,0,0,entertainment,"(37.763548, -122.433026)"
Private,551 Nevada St,CPO, ,L,16,0,0,religious,"(37.73514, -122.411327)"
Private,600 Goettingen St,CPO, ,L,44,0,0,religious,"(37.724231, -122.405579)"
Private,750 Brannan St,CPO, ,L,23,0,0,retail,"(37.774008, -122.402112)"
Private,345 STOCKTON ST,CPO, ,G,300,0,0,hotel,"(37.788826, -122.406916)"
Private,3201 Steiner St,CPO, ,L,18,0,0,hotel,"(37.7987, -122.437589)"
Private,3865 Irving St,CPO, ,L,12,0,0,automotive,"(37.762332, -122.499019)"
Private,1123 Sutter St,CPO, ,L,30,0,0,retail,"(37.787656, -122.418696)"
Private,260 Golden Gate St,CPO, ,G,29,0,0,medical,"(37.781885, -122.41462)"
Private,99 Harding Rd,CPO, ,L,374,0,0,entertainment,"(37.724088, -122.493355)"
Private,99 Harding Rd,CPO, ,L,48,0,0,entertainment,"(37.724516, -122.494471)"
Private,1050 Marin St,CPO, ,L,30,0,0,retail,"(37.749192, -122.386779)"
Private,2550 VAN NESS AVE,CPO, ,G,85,0,0,hotel,"(37.799024, -122.423529)"
Private,180 Pennsylvania St,CPO, ,L,60,0,0,retail,"(37.764324, -122.393832)"
Private,590 BAY ST,CPO, ,G,150,0,0,hotel,"(37.805402, -122.416466)"
Private,2357 Lombard St,CPO, ,L,20,0,0,restaurant,"(37.798995, -122.440009)"
Private,2095 Van Ness Ave,CPO, ,L,35,0,0,retail,"(37.794629, -122.423377)"
Private,1300 Columbus Ave,CPO, ,G,115,0,0,hotel,"(37.806115, -122.418065)"
Private,1500 Van Ness Ave,CPO, ,G,400,0,0,hotel,"(37.789342, -122.421657)"
Private,50 08th ST,CPO, ,G,200,0,0,hotel,"(37.777681, -122.41368)"
Private,550 NORTH POINT ST,CPO, ,G,96,0,0,hotel,"(37.806397, -122.416118)"
Private,1575 South Van Ness Ave,CPO, ,L,10,0,0,retail,"(37.748464, -122.415441)"
Private,3150 California St,CPO, ,L,24,0,0,retail,"(37.787504, -122.44596)"
Private,999 Brotherhood Way,CPO, ,L,160,0,0,religious,"(37.713946, -122.482646)"
Private,1674 Lombard St,CPO, ,L,9,0,0,retail,"(37.800956, -122.428857)"
Private,480 SUTTER ST,CPO, ,G,120,0,0,hotel,"(37.789433, -122.408042)"
Private,3100 WEBSTER ST,CPO, ,L,37,0,0,hotel,"(37.799192, -122.433788)"
Private,1500 Sutter St,CPO, ,G,20,0,0,hotel,"(37.787265, -122.42506)"
Private,1800 Sutter Street,CPO, ,G,30,0,0,hotel,"(37.786639, -122.429988)"
Private,617 Bryant St,CPO, ,L,19,0,0,retail,"(37.778965, -122.398203)"
Private,555 North Point St,CPO, ,G,101,0,0,hotel,"(37.805983, -122.416092)"
Private,2626 San Bruno Ave,CPO, ,L,14,0,0,restaurant,"(37.728346, -122.403997)"
Private,2349 Taylor St,CPO, ,L,13,0,0,restaurant,"(37.804061, -122.415055)"
Private,2299 Lombard St,CPO, ,L,13,0,0,restaurant,"(37.79913, -122.438948)"
Private,4675 Geary Blvd,CPO, ,L,9,0,0,restaurant,"(37.780498, -122.469041)"
Private,2201 VAN NESS AVE,CPO, ,L,57,0,0,hotel,"(37.795617, -122.423499)"
Private,435 Valencia St,CPO, ,L,12,0,0,retail,"(37.765997, -122.421546)"
Private,660 Selby St,CPO, ,L,80,0,0,retail,"(37.743182, -122.396828)"
Private,101 Utah St,CPO, ,L,150,0,0,retail,"(37.768255, -122.406338)"
Private,302 Silver Ave,CPO, ,L,165,0,0,medical,"(37.728421, -122.430868)"
Private,300 07th ST,CPO, ,L,22,0,0,automotive,"(37.776509, -122.407781)"
Private,638 04th St,CPO, ,L,14,0,0,retail,"(37.777673, -122.395948)"
Private,401 Newhall St,CPO, ,L,8,0,0,office,"(37.741717, -122.386212)"
Private,500 Turk St,CPO, ,L,10,0,0,automotive,"(37.782513, -122.417355)"
Private,438 Taraval St,CPO, ,L,20,0,0,retail,"(37.743425, -122.47052)"
Private,565 South Van Ness,CPO, ,L,35,0,0,retail,"(37.764378, -122.416967)"
Private,1375 Howard St,CPO, ,L,19,0,0,retail,"(37.774097, -122.413681)"
Private,1610 Jerrold Ave,CPO, ,L,12,0,0,restaurant,"(37.739063, -122.389324)"
Private,200 Duboce Ave,CPO, ,L,6,0,0,restaurant,"(37.769882, -122.424584)"
Private,2101 Lombard St,CPO, ,L,4,0,0,restaurant,"(37.799511, -122.435949)"
Private,4299 Mission St,CPO, ,L,15,0,0,restaurant,"(37.728747, -122.430592)"
Private,1150 Taraval St,CPO, ,L,4,0,0,restaurant,"(37.743088, -122.478204)"
Private,1572 Steiner St,CPO, ,L,13,0,0,restaurant,"(37.783802, -122.43405)"
Private,4190 Geary Blvd,CPO, ,L,10,0,0,restaurant,"(37.781259, -122.463955)"
Private,1825 Egbert Ave,CPO, ,L,26,0,0,retail,"(37.726739, -122.400034)"
Private,1152 Ocean Ave,CPO, ,L,119,0,0,retail,"(37.723873, -122.454987)"
Private,2150 Taraval St,CPO, ,L,6,0,0,retail,"(37.742617, -122.488918)"
Private,3825 Geary Blvd,CPO, ,G,40,0,0,retail,"(37.78083, -122.46054)"
Private,7001 Geary Blvd,CPO, ,L,5,0,0,restaurant,"(37.779381, -122.494137)"
Private,2599 Lombard St,CPO, ,L,51,0,0,hotel,"(37.798508, -122.443931)"
Private,280 Brighton Ave,CPO, ,L,22,0,0,restaurant,"(37.723173, -122.454684)"
Private,1225 La Playa St,CPO, ,L,18,0,0,restaurant,"(37.763354, -122.509848)"
Private,99 Lakeshore Plz,CPO, ,L,600,0,0,retail,"(37.733436, -122.490478)"
Private,2024 Ocean Ave,CPO, ,L,22,0,0,retail,"(37.726445, -122.464619)"
Private,3545 California St,CPO, ,L,221,0,0,retail,"(37.786273, -122.452285)"
Private,4175 Mission St,CPO, ,L,67,0,0,office,"(37.73002, -122.429473)"
Private,240 Townsend St,CPO, ,L,32,0,0,retail,"(37.778193, -122.393702)"
Private,300 Lake St,CPO, ,L,59,0,0,medical,"(37.78693, -122.462264)"
Private,1475 Lombard St,CPO, ,G,38,0,0,hotel,"(37.800842, -122.425464)"
Private,1110 Valencia St,CPO, ,L,14,0,0,retail,"(37.754826, -122.421028)"
Private,2576 Lombard St,CPO, ,G,20,0,0,hotel,"(37.799054, -122.443724)"
Private,299 02ND ST,CPO, ,G,120,0,0,hotel,"(37.785682, -122.396384)"
Private,1250 COLUMBUS AVE,CPO, ,G,73,0,0,hotel,"(37.805687, -122.417451)"
Private,55 04TH ST,CPO, ,G,250,0,0,hotel,"(37.785102, -122.40454)"
Private,975 Bush St,CPO, ,G,21,0,0,hotel,"(37.78934, -122.413008)"
Private,1889 Haight St,CPO, ,L,52,0,0,restaurant,"(37.768952, -122.453003)"
Private,189 Townsend St,CPO, ,L,13,0,0,restaurant,"(37.77889, -122.392083)"
Private,2103 16th St,CPO, ,L,16,0,0,restaurant,"(37.765531, -122.407626)"
Private,2821 Oakdale Ave,CPO, ,L,43,0,0,restaurant,"(37.742442, -122.404509)"
Private,345 Bay Shore,CPO, ,L,34,0,0,restaurant,"(37.805479, -122.412479)"
Private,5413 03rd St,CPO, ,L,37,0,0,restaurant,"(37.728028, -122.392539)"
Private,5450 Mission St,CPO, ,L,16,0,0,restaurant,"(37.713157, -122.444268)"
Private,570 Golden Gate Ave,CPO, ,L,20,0,0,restaurant,"(37.781245, -122.419755)"
Private,820 Bryant St,CPO, ,L,28,0,0,restaurant,"(37.775803, -122.402941)"
Private,1201 Ocean Ave,CPO, ,L,29,0,0,restaurant,"(37.723417, -122.455112)"
Private,2161 Lombard St,CPO, ,L,22,0,0,restaurant,"(37.799405, -122.43678)"
Private,3355 Geary Blvd,CPO, ,L,49,0,0,restaurant,"(37.781195, -122.454536)"
Private,989 Post St,CPO, ,L,12,0,0,office,"(37.786819, -122.417787)"
Private,701 Portola Dr,CPO, ,L,4,0,0,automotive,"(37.744359, -122.453012)"
Private,3068 16th St,CPO, ,L,16,0,0,service,"(37.765116, -122.421036)"
Private,798 Valencia St,CPO, ,L,10,0,0,retail,"(37.760279, -122.421481)"
RPD,2450 Harrison St,CPO, ,L,13,0,0,entertainment,"(37.757945, -122.412464)"
Private,2435 California St,CPO, ,L,60,0,0,grocery,"(37.788576, -122.43423)"
Private,5750 Mission St,CPO, ,L,10,0,0,service,"(37.709806, -122.450047)"
Private,100 Diamond St,CPO, ,L,35,0,0,religious,"(37.760534, -122.437244)"
Private,895 GEARY ST,CPO, ,G,57,0,0,hotel,"(37.785877, -122.41764)"
Private,1525 Burke Ave,CPO, ,L,60,0,0,retail,"(37.743935, -122.385473)"
Private,300 Ulloa St,CPO, ,L,28,0,0,religious,"(37.742058, -122.457213)"
Private,4 Persia Ave,CPO, ,L,14,0,0,service,"(37.723548, -122.43642)"
Private,49 Kern St,CPO, ,L,26,0,0,retail,"(37.733795, -122.43426)"
Private,2785 Newhall St,CPO, ,L,62,0,0,retail,"(37.727882, -122.39839)"
Private,1215 Fairfax Ave,CPO, ,L,12,0,0,office,"(37.738133, -122.381915)"
Private,1270 La Playa St,CPO, ,L,20,0,0,retail,"(37.762703, -122.509248)"
Private,1275 Fairfax Ave,CPO, ,L,26,0,0,office,"(37.73865, -122.382823)"
Private,1575 Burke Ave,CPO, ,L,12,0,0,office,"(37.744469, -122.38641)"
Private,1759 Lincoln Way,CPO, ,L,12,0,0,retail,"(37.765163, -122.476622)"
Private,220 Newhall St,CPO, ,L,44,0,0,retail,"(37.742615, -122.384169)"
Private,2598 Taylor St,CPO, ,L,19,0,0,retail,"(37.806236, -122.414967)"
Private,2648 03rd St,CPO, ,L,24,0,0,retail,"(37.756087, -122.388218)"
Private,900 Franklin St,CPO, ,G,43,0,0,hotel,"(37.782717, -122.422027)"
Private,1490 Ocean Ave,CPO, ,L,14,0,0,automotive,"(37.724465, -122.45779)"
Private,232 Dorado Ter,CPO, ,G,20,0,0,retail,"(37.726484, -122.461442)"
Private,1750 Harrison St,CPO, ,L,75,0,0,retail,"(37.769046, -122.413492)"
Private,3300 Cesar Chavez,CPO, ,L,3,0,0,automotive,"(37.748407, -122.415909)"
Private,599 Skyline Blvd,CPO, ,L,340,0,0,entertainment,"(37.714519, -122.496399)"
Private,1050 Van Ness Ave,CPO, ,L,30,0,0,hotel,"(37.785344, -122.420829)"
Private,855 Brotherhood Way,CPO, ,L,72,0,0,religious,"(37.714206, -122.478878)"
Private,5400 Mission St,CPO, ,L,4,0,0,automotive,"(37.713653, -122.443737)"
Private,2598 Bayshore Blvd,CPO, ,L,4,0,0,automotive,"(37.709034, -122.405187)"
Private,2000 19th Ave,CPO, ,L,3,0,0,automotive,"(37.7503, -122.475639)"
Private,325 04th St,CPO, ,L,9,0,0,retail,"(37.781868, -122.400469)"
Private,1555 Union St,CPO, ,L,30,0,0,hotel,"(37.798188, -122.42464)"
Private,975 BRYANT ST,CPO, ,L,50,0,0,retail,"(37.772926, -122.405845)"
Private,2946 Alemany Blvd,CPO, ,L,98,0,0,grocery,"(37.711782, -122.452506)"
Private,1157 Capp St,CPO, ,L,11,0,0,restaurant,"(37.748242, -122.417208)"
Private,3127 22nd St,CPO, ,L,8,0,0,restaurant,"(37.755272, -122.417064)"
Private,6001 Geary Blvd,CPO, ,L,8,0,0,service,"(37.779878, -122.483393)"
Private,1960 Carroll Ave,CPO, ,L,26,0,0,retail,"(37.72902, -122.399708)"
Private,651 BRANNAN ST,CPO, ,L,6,0,0,retail,"(37.77548, -122.399514)"
Private,250 Florida St,CPO, ,L,21,0,0,retail,"(37.766047, -122.411554)"
Private,1975 Market St,CPO, ,L,10,0,0,retail,"(37.769099, -122.426187)"
Private,3701 Noriega St,CPO, ,L,4,0,0,automotive,"(37.752799, -122.503167)"
Private,601 Eddy St,CPO, ,L,29,0,0,hotel,"(37.783039, -122.417463)"
Private,3535 Geary Blvd,CPO, ,L,22,0,0,retail,"(37.781026, -122.456615)"
Private,426 33rd Ave,CPO, ,L,7,0,0,religious,"(37.780985, -122.492954)"
Private,3349 Mission St,CPO, ,L,7,0,0,restaurant,"(37.743105, -122.420984)"
Private,3349 Mission St,CPO, ,L,8,0,0,restaurant,"(37.743105, -122.420984)"
Presidio,950 p-Mason St,CPO, ,L,140,0,0,restaurant,"(37.805281, -122.468629)"
Private,659 South Van Ness,CPO, ,L,16,0,0,retail,"(37.762619, -122.416796)"
Presidio,132 Fisher Loop,CPO, ,L,38,0,0,religious,"(37.799566, -122.461759)"
Private,2264 16th St,CPO, ,G,800,0,0,retail,"(37.765947, -122.409035)"
Private,2390 Market St,CPO, ,L,12,0,0,retail,"(37.763116, -122.434808)"
Presidio,1146 Gorgas Ave,CPO, ,L,135,0,0,entertainment,"(37.802948, -122.451021)"
Presidio,51 P-Arguello Blvd,CPO, ,L,148,0,0,entertainment,"(37.790462, -122.459219)"
Private,2361 Lombard St,CPO, ,L,20,0,0,hotel,"(37.798988, -122.440064)"
Private,1500 19th Ave,CPO, ,L,6,0,0,automotive,"(37.759625, -122.476281)"
Private,210 Beach St,CPO, ,G,165,0,0,hotel,"(37.807808, -122.412479)"
Private,1748 Folsom St,CPO, ,G,42,0,0,grocery,"(37.769229, -122.414886)"
Private,1940 Lombard St,CPO, ,G,16,0,0,hotel,"(37.800389, -122.433322)"
Private,240 07th St,CPO, ,L,15,0,0,hotel,"(37.777259, -122.408722)"
Private,855 Terry A Francois Blvd,CPO, ,L,40,0,0,restaurant,"(37.764853, -122.386755)"
Private,1530 Lombard St,CPO, ,L,27,0,0,hotel,"(37.801242, -122.426604)"
Private,840 Brannan St,CPO, ,L,110,0,0,retail,"(37.772401, -122.404145)"
Private,1965 Market St,CPO, ,L,29,0,0,service,"(37.769465, -122.425868)"
Private,2045 Evans,CPO, ,L,86,0,0,retail,"(37.747613, -122.396405)"
Private,1580 Tennessee St,CPO, ,L,13,0,0,retail,"(37.751656, -122.388719)"
RPD,251 18th Ave,CPO, ,L,16,0,0,entertainment,"(37.783216, -122.477511)"
Private,231 Dorado Ter,CPO, ,G,60,0,0,retail,"(37.726079, -122.461488)"
Private,2828 Sloat Blvd,CPO, ,L,35,0,0,hotel,"(37.735717, -122.504362)"
Private,101 09th St,CPO, ,L,22,0,0,hotel,"(37.77605, -122.413914)"
Private,860 Eddy St,CPO, ,G,16,0,0,hotel,"(37.782926, -122.421639)"
Private,685 07th St,CPO, ,L,37,0,0,retail,"(37.772179, -122.401615)"
Private,6333 Geary Blvd,CPO, ,L,31,0,0,restaurant,"(37.779655, -122.487048)"
Private,211 Industrial Ave,CPO, ,L,33,0,0,office,"(37.738314, -122.404351)"
Private,5501 03rd St,CPO, ,L,7,0,0,retail,"(37.727616, -122.392777)"
Private,1391 Webster St,CPO, ,L,270,0,0,grocery,"(37.783534, -122.431445)"
Private,15 Marina Blvd,CPO, ,L,175,0,0,grocery,"(37.80492, -122.432227)"
Private,2050 Market St,CPO, ,L,223,0,0,grocery,"(37.768348, -122.428196)"
Private,215 Townsend St,CPO, ,G,250,0,0,grocery,"(37.777227, -122.3934)"
Private,2350 Noriega St,CPO, ,L,80,0,0,grocery,"(37.753854, -122.488628)"
Private,3350 Mission St,CPO, ,L,118,0,0,grocery,"(37.743086, -122.421579)"
Private,4950 Mission St,CPO, ,L,119,0,0,grocery,"(37.719447, -122.438874)"
Private,5290 Diamond Heights Blvd,CPO, ,L,142,0,0,grocery,"(37.743589, -122.438122)"
Private,631 Monterey Blvd,CPO, ,L,63,0,0,grocery,"(37.73124, -122.449455)"
Private,730 Taraval St,CPO, ,G,66,0,0,grocery,"(37.743284, -122.473747)"
Private,850 La Playa St,CPO, ,L,187,0,0,grocery,"(37.772276, -122.509516)"
Private,490 Goettingen St,CPO, ,L,15,0,0,religious,"(37.725744, -122.406209)"
Private,300 Deharo St,CPO, ,L,15,0,0,restaurant,"(37.76594, -122.401777)"
Private,2480 San Bruno Ave,CPO, ,L,21,0,0,grocery,"(37.730452, -122.404864)"
Private,3800 03rd St,CPO, ,L,4,0,0,automotive,"(37.742753, -122.387989)"
Private,146 Executive Park Blvd,CPO, ,L,436,0,0,office,"(37.711016, -122.391436)"
Private,156 Executive Park Blvd,CPO, ,L,135,0,0,office,"(37.710997, -122.393391)"
Private,1022 Peralta Ave,CPO, ,L,245,0,0,grocery,"(37.736874, -122.409199)"
Private,1828 Egbert Ave,CPO, ,L,59,0,0,retail,"(37.727157, -122.399987)"
Private,1388 46th Ave,CPO, ,L,16,0,0,retail,"(37.760724, -122.505504)"
Private,2200 Bayshore Blvd,CPO, ,L,8,0,0,retail,"(37.712345, -122.402336)"
Private,2222 Taraval St,CPO, ,L,15,0,0,retail,"(37.74258, -122.489745)"
Private,3080 San Jose Ave,CPO, ,L,12,0,0,retail,"(37.709954, -122.457329)"
SFDPH,240 Shotwell St,CPO, ,L,24,0,0,medical,"(37.764918, -122.416427)"
Private,1750 Lombard St,CPO, ,L,12,0,0,hotel,"(37.800789, -122.430171)"
Presidio,112 Fisher Loop,CPO, ,L,48,0,0,religious,"(37.79955, -122.461961)"
Private,501 Tunnel Ave,CPO, ,L,21,0,0,office,"(37.708475, -122.400881)"
SFFD,655 Presidio Ave,CPO, ,L,11,0,0,entertainment,"(37.785717, -122.446575)"
SFGH,905 Potrero,CPO, ,L,24,0,0,medical,"(37.75773, -122.406127)"
Private,2399 19th Ave,CPO, ,L,11,0,0,automotive,"(37.743169, -122.475783)"
Private,3035 Geary Blvd,CPO, ,L,5,0,0,automotive,"(37.781609, -122.451253)"
Private,319 Bay Shore Blvd,CPO, ,L,4,0,0,automotive,"(37.742603, -122.404945)"
Private,1549 Silver Ave,CPO, ,L,10,0,0,automotive,"(37.732638, -122.405418)"
Private,2501 California St,CPO, ,L,9,0,0,automotive,"(37.788425, -122.435419)"
Private,320 04th St,CPO, ,L,4,0,0,retail,"(37.781582, -122.400842)"
Private,2525 Irving St,CPO, ,L,18,0,0,retail,"(37.762963, -122.484741)"
Private,3911 03rd St,CPO, ,L,160,0,0,retail,"(37.741637, -122.387747)"
Private,2190 Carroll Ave,CPO, ,L,5,0,0,automotive,"(37.730714, -122.402945)"
Private,1548 Silver Ave,CPO, ,L,5,0,0,automotive,"(37.732297, -122.405128)"
Private,92 The Embarcadero,CPO, ,L,42,0,0,restaurant,"(37.795281, -122.392068)"
Private,2700 Sloat Blvd,CPO, ,L,35,0,0,retail,"(37.735628, -122.502821)"
Private,174 South Van Ness Ave,CPO, ,L,34,0,0,retail,"(37.770495, -122.417962)"
Private,353 Bay Shore Blvd,CPO, ,L,56,0,0,retail,"(37.741856, -122.405501)"
Private,2401 Keith St,CPO, ,L,5,0,0,medical,"(37.725993, -122.391889)"
Private,3050 23rd St,CPO, ,L,19,0,0,retail,"(37.754328, -122.412861)"
Private,1195 Evans Ave,CPO, ,L,23,0,0,retail,"(37.738359, -122.380742)"
Private,1690 Folsom St,CPO, ,L,56,0,0,retail,"(37.769819, -122.41556)"
Private,1590 Bryant St,CPO, ,L,32,0,0,retail,"(37.767192, -122.410769)"
Presidio,610 p-Mason St,CPO, ,L,400,0,0,retail,"(37.803128, -122.458125)"
Presidio,694 p-Mason ST,CPO, ,L,30,0,0,retail,"(37.803437, -122.456789)"
Private,1810 Pierce St,CPO, ,L,100,0,0,religious,"(37.786755, -122.436335)"
Private,825 Newhall St,CPO, ,L,12,0,0,religious,"(37.739161, -122.388517)"
Private,1940 Turk St,CPO, ,L,13,0,0,religious,"(37.779529, -122.440892)"
Private,245 Olympia Way,CPO, ,L,49,0,0,religious,"(37.750992, -122.451113)"
Private,1111 Gough St,CPO, ,G,200,0,0,religious,"(37.784623, -122.425286)"
Private,3281 16th St,CPO, ,L,25,0,0,religious,"(37.764423, -122.425658)"
Private,5200 Diamond Heights Blvd,CPO, ,L,14,0,0,religious,"(37.744901, -122.44005)"
Private,1248 Alabama St,CPO, ,L,48,0,0,religious,"(37.751838, -122.410957)"
Private,1025 Masonic St,CPO, ,L,55,0,0,religious,"(37.771717, -122.446149)"
Private,3215 Cesar Chavez St,CPO, ,L,48,0,0,religious,"(37.747934, -122.414239)"
Private,2250 Hayes St,CPO, ,L,111,0,0,medical,"(37.773404, -122.453119)"
Private,1300 Junipero Serra Blvd,CPO, ,L,50,0,0,religious,"(37.714094, -122.471762)"
Private,1727 Lombard St,CPO, ,L,49,0,0,hotel,"(37.8003, -122.429732)"
Private,3251 20th Avenue,CPO, ,L,3700,0,0,retail,"(37.728946, -122.47604)"
Private,65 Cambon Dr,CPO, ,L,80,0,0,retail,"(37.718091, -122.474036)"
Private,1840 POWELL ST,CPO, ,G,50,0,0,religious,"(37.801551, -122.410651)"
Private,1700 Noriega St,CPO, ,L,5,0,0,automotive,"(37.754156, -122.481764)"
Private,2801 Vicente St,CPO, ,L,11,0,0,grocery,"(37.738119, -122.496758)"
Private,2440 Lombard St,CPO, ,L,16,0,0,hotel,"(37.799329, -122.441552)"
Private,2265 Lombard St,CPO, ,L,25,0,0,hotel,"(37.79919, -122.438479)"
Private,3898 California St,CPO, ,L,11,0,0,automotive,"(37.785851, -122.458919)"
Private,7355 Geary Blvd,CPO, ,L,17,0,0,automotive,"(37.779171, -122.497966)"
Private,154 South Van Ness Ave,CPO, ,L,7,0,0,retail,"(37.771023, -122.418165)"
Private,3201 17th St,CPO, ,L,17,0,0,automotive,"(37.763349, -122.41742)"
Private,65 Beverly St,CPO, ,L,24,0,0,religious,"(37.717162, -122.471694)"
Private,2200 Market St,CPO, ,L,15,0,0,restaurant,"(37.765716, -122.431384)"
Private,1446 McAllister St,CPO, ,L,35,0,0,religious,"(37.77827, -122.435685)"
Presidio,1030 Edie Rd,CPO, ,L,160,0,0,office,"(37.801108, -122.451869)"
Private,2502 Geary St,CPO, ,L,7,0,0,restaurant,"(37.78291, -122.444477)"
Private,1650 Lombard St,CPO, ,L,22,0,0,hotel,"(37.800998, -122.428525)"
Private,3 Masonic Ave,CPO, ,L,60,0,0,grocery,"(37.783126, -122.447271)"
Private,401 Bay St,CPO, ,G,48,0,0,grocery,"(37.805347, -122.413538)"
Private,555 09th St,CPO, ,G,378,0,0,grocery,"(37.770716, -122.407328)"
Private,1450 Lombard St,CPO, ,G,50,0,0,hotel,"(37.801415, -122.425241)"
Private,1707 Market St,CPO, ,L,39,0,0,hotel,"(37.771962, -122.42213)"
Private,2230 Lombard St,CPO, ,L,25,0,0,hotel,"(37.79978, -122.438118)"
Private,130 Townsend St,CPO, ,L,7,0,0,restaurant,"(37.78019, -122.391172)"
Private,333 Bay St,CPO, ,G,5,0,0,office,"(37.805499, -122.412317)"
Private,2500 Bayshore Blvd,CPO, ,L,2,0,0,automotive,"(37.710373, -122.404443)"
Private,5301 03rd St,CPO, ,L,6,0,0,government,"(37.729205, -122.392171)"
Private,1140 Crescent Ave,CPO, ,L,25,0,0,retail,"(37.734388, -122.411714)"
Private,438 08th St,CPO, ,G,30,0,0,retail,"(37.773099, -122.407924)"
Private,901 Fillmore St,CPO, ,L,31,0,0,religious,"(37.777712, -122.43166)"
Private,889 Tennessee St,CPO, ,L,23,0,0,medical,"(37.760635, -122.389059)"
Private,4991 03rd St,CPO, ,L,18,0,0,service,"(37.733095, -122.390792)"
Private,385 09th St,CPO, ,G,16,0,0,hotel,"(37.772847, -122.409978)"
Private,301 Claremont Blvd,CPO, ,L,11,0,0,automotive,"(37.740451, -122.46463)"
Private,2991 San Bruno Ave,CPO, ,L,2,0,0,automotive,"(37.724039, -122.401666)"
VA,4150 Clement St,CPO, ,L,1214,0,0,medical,"(37.782172, -122.504587)"
Private,1 Newhall St,CPO, ,L,28,0,0,retail,"(37.739055, -122.377772)"
Private,1990 Ocean Ave,CPO, ,L,25,0,0,religious,"(37.72616, -122.46406)"
Private,181 03RD ST,CPO, ,G,400,0,0,hotel,"(37.785383, -122.400421)"
Private,2120 POLK ST,CPO, ,L,28,0,0,retail,"(37.796181, -122.421373)"
Private,5300 03rd St,CPO, ,L,44,0,0,retail,"(37.729287, -122.392705)"
Private,660 04th St,CPO, ,G,10,0,0,retail,"(37.777343, -122.395535)"
Private,1301 Franklin St,CPO, ,L,22,0,0,retail,"(37.786368, -122.42329)"
Private,1690 Ocean Ave,CPO, ,L,20,0,0,retail,"(37.724842, -122.459573)"
Private,199 Parnassus Ave,CPO, ,L,13,0,0,retail,"(37.764275, -122.452203)"
Private,2131 Ofarrell,CPO, ,L,23,0,0,retail,"(37.782131, -122.439752)"
Private,2225 Bush St,CPO, ,L,9,0,0,retail,"(37.786707, -122.433716)"
Private,270 Fell Street,CPO, ,G,15,0,0,retail,"(37.776174, -122.4221)"
Private,3001 Taraval St,CPO, ,L,21,0,0,retail,"(37.741796, -122.498093)"
Private,3201 Divisadero St,CPO, ,L,21,0,0,retail,"(37.799017, -122.442735)"
