"Año","Comunidad autónoma","Provincia","Origen de la denuncia","Número de denuncias por violencia de género"
"Año 2014","Canarias","Santa Cruz de Tenerife","Atestados policiales - con denuncia victima","2285.0"
"Año 2014","Canarias","Santa Cruz de Tenerife","Atestados policiales - con denuncia familiar","13.0"
"Año 2014","Canarias","Santa Cruz de Tenerife","Atestados policiales - por intervención directa policial","278.0"
"Año 2014","Canarias","Santa Cruz de Tenerife","Parte de lesiones","165.0"
"Año 2014","Canarias","Santa Cruz de Tenerife","Servicios asistencia-Terceros  en general","88.0"
"Año 2014","Cantabria","Cantabria","Presentada directamente por victima","141.0"
"Año 2014","Cantabria","Cantabria","Presentada directamente por familiares","11.0"
"Año 2014","Cantabria","Cantabria","Atestados policiales - con denuncia victima","398.0"
"Año 2014","Cantabria","Cantabria","Atestados policiales - con denuncia familiar","7.0"
"Año 2014","Cantabria","Cantabria","Atestados policiales - por intervención directa policial","407.0"
"Año 2014","Cantabria","Cantabria","Parte de lesiones","225.0"
"Año 2014","Cantabria","Cantabria","Servicios asistencia-Terceros  en general","41.0"
"Año 2014","Castilla y León","Ávila","Presentada directamente por victima","70.0"
"Año 2014","Castilla y León","Ávila","Presentada directamente por familiares","1.0"
"Año 2014","Castilla y León","Ávila","Atestados policiales - con denuncia victima","174.0"
"Año 2014","Castilla y León","Ávila","Atestados policiales - con denuncia familiar","3.0"
"Año 2014","Castilla y León","Ávila","Atestados policiales - por intervención directa policial","17.0"
"Año 2014","Castilla y León","Ávila","Parte de lesiones","9.0"
"Año 2014","Castilla y León","Ávila","Servicios asistencia-Terceros  en general","0.0"
"Año 2014","Castilla y León","Burgos","Presentada directamente por victima","38.0"
"Año 2014","Castilla y León","Burgos","Presentada directamente por familiares","0.0"
"Año 2014","Castilla y León","Burgos","Atestados policiales - con denuncia victima","398.0"
"Año 2014","Castilla y León","Burgos","Atestados policiales - con denuncia familiar","21.0"
"Año 2014","Castilla y León","Burgos","Atestados policiales - por intervención directa policial","189.0"
"Año 2014","Castilla y León","Burgos","Parte de lesiones","30.0"
"Año 2014","Castilla y León","Burgos","Servicios asistencia-Terceros  en general","4.0"
"Año 2014","Castilla y León","León","Presentada directamente por victima","92.0"
"Año 2014","Castilla y León","León","Presentada directamente por familiares","0.0"
"Año 2014","Castilla y León","León","Atestados policiales - con denuncia victima","470.0"
"Año 2014","Castilla y León","León","Atestados policiales - con denuncia familiar","0.0"
"Año 2014","Castilla y León","León","Atestados policiales - por intervención directa policial","231.0"
"Año 2014","Castilla y León","León","Parte de lesiones","124.0"
"Año 2014","Castilla y León","León","Servicios asistencia-Terceros  en general","3.0"
"Año 2014","Castilla y León","Palencia","Presentada directamente por victima","11.0"
"Año 2014","Castilla y León","Palencia","Presentada directamente por familiares","0.0"
"Año 2014","Castilla y León","Palencia","Atestados policiales - con denuncia victima","129.0"
"Año 2014","Castilla y León","Palencia","Atestados policiales - con denuncia familiar","1.0"
"Año 2014","Castilla y León","Palencia","Atestados policiales - por intervención directa policial","35.0"
"Año 2014","Castilla y León","Palencia","Parte de lesiones","5.0"
"Año 2014","Castilla y León","Palencia","Servicios asistencia-Terceros  en general","0.0"
"Año 2014","Castilla y León","Salamanca","Presentada directamente por victima","20.0"
"Año 2014","Castilla y León","Salamanca","Presentada directamente por familiares","0.0"
"Año 2014","Castilla y León","Salamanca","Atestados policiales - con denuncia victima","279.0"
"Año 2014","Castilla y León","Salamanca","Atestados policiales - con denuncia familiar","1.0"
"Año 2014","Castilla y León","Salamanca","Atestados policiales - por intervención directa policial","24.0"
"Año 2014","Castilla y León","Salamanca","Parte de lesiones","18.0"
"Año 2014","Castilla y León","Salamanca","Servicios asistencia-Terceros  en general","0.0"
"Año 2014","Castilla y León","Segovia","Presentada directamente por victima","40.0"
"Año 2014","Castilla y León","Segovia","Presentada directamente por familiares","0.0"
"Año 2014","Castilla y León","Segovia","Atestados policiales - con denuncia victima","87.0"
"Año 2014","Castilla y León","Segovia","Atestados policiales - con denuncia familiar","43.0"
"Año 2014","Castilla y León","Segovia","Atestados policiales - por intervención directa policial","36.0"
"Año 2014","Castilla y León","Segovia","Parte de lesiones","10.0"
"Año 2014","Castilla y León","Segovia","Servicios asistencia-Terceros  en general","0.0"
"Año 2014","Castilla y León","Soria","Presentada directamente por victima","0.0"
"Año 2014","Castilla y León","Soria","Presentada directamente por familiares","0.0"
"Año 2014","Castilla y León","Soria","Atestados policiales - con denuncia victima","132.0"
"Año 2014","Castilla y León","Soria","Atestados policiales - con denuncia familiar","0.0"
"Año 2014","Castilla y León","Soria","Atestados policiales - por intervención directa policial","7.0"
"Año 2014","Castilla y León","Soria","Parte de lesiones","0.0"
"Año 2014","Castilla y León","Soria","Servicios asistencia-Terceros  en general","3.0"
"Año 2014","Castilla y León","Valladolid","Presentada directamente por victima","113.0"
"Año 2014","Castilla y León","Valladolid","Presentada directamente por familiares","6.0"
"Año 2014","Castilla y León","Valladolid","Atestados policiales - con denuncia victima","1547.0"
"Año 2014","Castilla y León","Valladolid","Atestados policiales - con denuncia familiar","8.0"
"Año 2014","Castilla y León","Valladolid","Atestados policiales - por intervención directa policial","353.0"
"Año 2014","Castilla y León","Valladolid","Parte de lesiones","35.0"
"Año 2014","Castilla y León","Valladolid","Servicios asistencia-Terceros  en general","0.0"
"Año 2014","Castilla y León","Zamora","Presentada directamente por victima","184.0"
"Año 2014","Castilla y León","Zamora","Presentada directamente por familiares","4.0"
"Año 2014","Castilla y León","Zamora","Atestados policiales - con denuncia victima","89.0"
"Año 2014","Castilla y León","Zamora","Atestados policiales - con denuncia familiar","2.0"
"Año 2014","Castilla y León","Zamora","Atestados policiales - por intervención directa policial","15.0"
"Año 2014","Castilla y León","Zamora","Parte de lesiones","21.0"
"Año 2014","Castilla y León","Zamora","Servicios asistencia-Terceros  en general","0.0"
"Año 2014","Castilla - La Mancha","Albacete","Presentada directamente por victima","82.0"
"Año 2014","Castilla - La Mancha","Albacete","Presentada directamente por familiares","4.0"
"Año 2014","Castilla - La Mancha","Albacete","Atestados policiales - con denuncia victima","670.0"
"Año 2014","Castilla - La Mancha","Albacete","Atestados policiales - con denuncia familiar","6.0"
"Año 2014","Castilla - La Mancha","Albacete","Atestados policiales - por intervención directa policial","34.0"
"Año 2014","Castilla - La Mancha","Albacete","Parte de lesiones","3.0"
"Año 2014","Castilla - La Mancha","Albacete","Servicios asistencia-Terceros  en general","9.0"
"Año 2014","Castilla - La Mancha","Ciudad Real","Presentada directamente por victima","165.0"
"Año 2014","Castilla - La Mancha","Ciudad Real","Presentada directamente por familiares","5.0"
"Año 2014","Castilla - La Mancha","Ciudad Real","Atestados policiales - con denuncia victima","785.0"
"Año 2014","Castilla - La Mancha","Ciudad Real","Atestados policiales - con denuncia familiar","13.0"
"Año 2014","Castilla - La Mancha","Ciudad Real","Atestados policiales - por intervención directa policial","55.0"
"Año 2014","Castilla - La Mancha","Ciudad Real","Parte de lesiones","75.0"
"Año 2014","Castilla - La Mancha","Ciudad Real","Servicios asistencia-Terceros  en general","51.0"
"Año 2014","Castilla - La Mancha","Cuenca","Presentada directamente por victima","46.0"
"Año 2014","Castilla - La Mancha","Cuenca","Presentada directamente por familiares","2.0"
"Año 2014","Castilla - La Mancha","Cuenca","Atestados policiales - con denuncia victima","259.0"
"Año 2014","Castilla - La Mancha","Cuenca","Atestados policiales - con denuncia familiar","6.0"
"Año 2014","Castilla - La Mancha","Cuenca","Atestados policiales - por intervención directa policial","29.0"
"Año 2014","Castilla - La Mancha","Cuenca","Parte de lesiones","19.0"
"Año 2014","Castilla - La Mancha","Cuenca","Servicios asistencia-Terceros  en general","0.0"
"Año 2014","Castilla - La Mancha","Guadalajara","Presentada directamente por victima","14.0"
"Año 2014","Castilla - La Mancha","Guadalajara","Presentada directamente por familiares","1.0"
"Año 2014","Castilla - La Mancha","Guadalajara","Atestados policiales - con denuncia victima","480.0"
"Año 2014","Castilla - La Mancha","Guadalajara","Atestados policiales - con denuncia familiar","1.0"
"Año 2014","Castilla - La Mancha","Guadalajara","Atestados policiales - por intervención directa policial","9.0"
"Año 2014","Castilla - La Mancha","Guadalajara","Parte de lesiones","55.0"
"Año 2014","Castilla - La Mancha","Guadalajara","Servicios asistencia-Terceros  en general","0.0"
"Año 2014","Castilla - La Mancha","Toledo","Presentada directamente por victima","138.0"
"Año 2014","Castilla - La Mancha","Toledo","Presentada directamente por familiares","0.0"
"Año 2014","Castilla - La Mancha","Toledo","Atestados policiales - con denuncia victima","1031.0"
"Año 2014","Castilla - La Mancha","Toledo","Atestados policiales - con denuncia familiar","8.0"
"Año 2014","Castilla - La Mancha","Toledo","Atestados policiales - por intervención directa policial","161.0"
"Año 2014","Castilla - La Mancha","Toledo","Parte de lesiones","66.0"
"Año 2014","Castilla - La Mancha","Toledo","Servicios asistencia-Terceros  en general","1.0"
"Año 2014","Cataluña","Barcelona","Presentada directamente por victima","1832.0"
"Año 2014","Cataluña","Barcelona","Presentada directamente por familiares","191.0"
"Año 2014","Cataluña","Barcelona","Atestados policiales - con denuncia victima","6360.0"
"Año 2014","Cataluña","Barcelona","Atestados policiales - con denuncia familiar","141.0"
"Año 2014","Cataluña","Barcelona","Atestados policiales - por intervención directa policial","2569.0"
"Año 2014","Cataluña","Barcelona","Parte de lesiones","1227.0"
"Año 2014","Cataluña","Barcelona","Servicios asistencia-Terceros  en general","63.0"
"Año 2014","Cataluña","Girona","Presentada directamente por victima","40.0"
"Año 2014","Cataluña","Girona","Presentada directamente por familiares","0.0"
"Año 2014","Cataluña","Girona","Atestados policiales - con denuncia victima","1466.0"
"Año 2014","Cataluña","Girona","Atestados policiales - con denuncia familiar","22.0"
"Año 2014","Cataluña","Girona","Atestados policiales - por intervención directa policial","184.0"
"Año 2014","Cataluña","Girona","Parte de lesiones","81.0"
"Año 2014","Cataluña","Girona","Servicios asistencia-Terceros  en general","1.0"
"Año 2014","Cataluña","Lleida","Presentada directamente por victima","54.0"
"Año 2014","Cataluña","Lleida","Presentada directamente por familiares","3.0"
"Año 2014","Cataluña","Lleida","Atestados policiales - con denuncia victima","654.0"
"Año 2014","Cataluña","Lleida","Atestados policiales - con denuncia familiar","17.0"
"Año 2014","Cataluña","Lleida","Atestados policiales - por intervención directa policial","134.0"
"Año 2014","Cataluña","Lleida","Parte de lesiones","32.0"
"Año 2014","Cataluña","Lleida","Servicios asistencia-Terceros  en general","3.0"
"Año 2014","Cataluña","Tarragona","Presentada directamente por victima","23.0"
"Año 2014","Cataluña","Tarragona","Presentada directamente por familiares","1.0"
"Año 2014","Cataluña","Tarragona","Atestados policiales - con denuncia victima","1752.0"
"Año 2014","Cataluña","Tarragona","Atestados policiales - con denuncia familiar","19.0"
"Año 2014","Cataluña","Tarragona","Atestados policiales - por intervención directa policial","175.0"
"Año 2014","Cataluña","Tarragona","Parte de lesiones","275.0"
"Año 2014","Cataluña","Tarragona","Servicios asistencia-Terceros  en general","23.0"
"Año 2014","Comunidad Valenciana","Alicante","Presentada directamente por victima","279.0"
"Año 2014","Comunidad Valenciana","Alicante","Presentada directamente por familiares","21.0"
"Año 2014","Comunidad Valenciana","Alicante","Atestados policiales - con denuncia victima","3595.0"
"Año 2014","Comunidad Valenciana","Alicante","Atestados policiales - con denuncia familiar","82.0"
"Año 2014","Comunidad Valenciana","Alicante","Atestados policiales - por intervención directa policial","1428.0"
"Año 2014","Comunidad Valenciana","Alicante","Parte de lesiones","904.0"
"Año 2014","Comunidad Valenciana","Alicante","Servicios asistencia-Terceros  en general","46.0"
"Año 2014","Comunidad Valenciana","Castellón","Presentada directamente por victima","3.0"
"Año 2014","Comunidad Valenciana","Castellón","Presentada directamente por familiares","0.0"
"Año 2014","Comunidad Valenciana","Castellón","Atestados policiales - con denuncia victima","1034.0"
"Año 2014","Comunidad Valenciana","Castellón","Atestados policiales - con denuncia familiar","29.0"
"Año 2014","Comunidad Valenciana","Castellón","Atestados policiales - por intervención directa policial","158.0"
"Año 2014","Comunidad Valenciana","Castellón","Parte de lesiones","284.0"
"Año 2014","Comunidad Valenciana","Castellón","Servicios asistencia-Terceros  en general","3.0"
"Año 2014","Comunidad Valenciana","Valencia","Presentada directamente por victima","564.0"
"Año 2014","Comunidad Valenciana","Valencia","Presentada directamente por familiares","8.0"
"Año 2014","Comunidad Valenciana","Valencia","Atestados policiales - con denuncia victima","4139.0"
"Año 2014","Comunidad Valenciana","Valencia","Atestados policiales - con denuncia familiar","114.0"
"Año 2014","Comunidad Valenciana","Valencia","Atestados policiales - por intervención directa policial","2092.0"
"Año 2014","Comunidad Valenciana","Valencia","Parte de lesiones","1608.0"
"Año 2014","Comunidad Valenciana","Valencia","Servicios asistencia-Terceros  en general","244.0"
"Año 2014","Extremadura","Badajoz","Presentada directamente por victima","49.0"
"Año 2014","Extremadura","Badajoz","Presentada directamente por familiares","0.0"
"Año 2014","Extremadura","Badajoz","Atestados policiales - con denuncia victima","918.0"
"Año 2014","Extremadura","Badajoz","Atestados policiales - con denuncia familiar","3.0"
"Año 2014","Extremadura","Badajoz","Atestados policiales - por intervención directa policial","71.0"
"Año 2014","Extremadura","Badajoz","Parte de lesiones","105.0"
"Año 2014","Extremadura","Badajoz","Servicios asistencia-Terceros  en general","156.0"
"Año 2014","Extremadura","Cáceres","Presentada directamente por victima","49.0"
"Año 2014","Extremadura","Cáceres","Presentada directamente por familiares","0.0"
"Año 2014","Extremadura","Cáceres","Atestados policiales - con denuncia victima","447.0"
"Año 2014","Extremadura","Cáceres","Atestados policiales - con denuncia familiar","8.0"
"Año 2014","Extremadura","Cáceres","Atestados policiales - por intervención directa policial","56.0"
"Año 2014","Extremadura","Cáceres","Parte de lesiones","69.0"
"Año 2014","Extremadura","Cáceres","Servicios asistencia-Terceros  en general","2.0"
"Año 2014","Galicia","A Coruña","Presentada directamente por victima","159.0"
"Año 2014","Galicia","A Coruña","Presentada directamente por familiares","11.0"
"Año 2014","Galicia","A Coruña","Atestados policiales - con denuncia victima","1338.0"
"Año 2014","Galicia","A Coruña","Atestados policiales - con denuncia familiar","44.0"
"Año 2014","Galicia","A Coruña","Atestados policiales - por intervención directa policial","201.0"
"Año 2014","Galicia","A Coruña","Parte de lesiones","171.0"
"Año 2014","Galicia","A Coruña","Servicios asistencia-Terceros  en general","4.0"
"Año 2014","Galicia","Lugo","Presentada directamente por victima","91.0"
"Año 2014","Galicia","Lugo","Presentada directamente por familiares","1.0"
"Año 2014","Galicia","Lugo","Atestados policiales - con denuncia victima","384.0"
"Año 2014","Galicia","Lugo","Atestados policiales - con denuncia familiar","3.0"
"Año 2014","Galicia","Lugo","Atestados policiales - por intervención directa policial","28.0"
"Año 2014","Galicia","Lugo","Parte de lesiones","37.0"
"Año 2014","Galicia","Lugo","Servicios asistencia-Terceros  en general","1.0"
"Año 2014","Galicia","Ourense","Presentada directamente por victima","120.0"
"Año 2014","Galicia","Ourense","Presentada directamente por familiares","0.0"
"Año 2014","Galicia","Ourense","Atestados policiales - con denuncia victima","303.0"
"Año 2014","Galicia","Ourense","Atestados policiales - con denuncia familiar","4.0"
"Año 2014","Galicia","Ourense","Atestados policiales - por intervención directa policial","32.0"
"Año 2014","Galicia","Ourense","Parte de lesiones","46.0"
"Año 2014","Galicia","Ourense","Servicios asistencia-Terceros  en general","1.0"
"Año 2014","Galicia","Pontevedra","Presentada directamente por victima","342.0"
"Año 2014","Galicia","Pontevedra","Presentada directamente por familiares","5.0"
"Año 2014","Galicia","Pontevedra","Atestados policiales - con denuncia victima","1358.0"
"Año 2014","Galicia","Pontevedra","Atestados policiales - con denuncia familiar","22.0"
"Año 2014","Galicia","Pontevedra","Atestados policiales - por intervención directa policial","106.0"
"Año 2014","Galicia","Pontevedra","Parte de lesiones","270.0"
"Año 2014","Galicia","Pontevedra","Servicios asistencia-Terceros  en general","127.0"
"Año 2014","Comunidad de Madrid","Madrid","Presentada directamente por victima","1177.0"
"Año 2014","Comunidad de Madrid","Madrid","Presentada directamente por familiares","201.0"
"Año 2014","Comunidad de Madrid","Madrid","Atestados policiales - con denuncia victima","12796.0"
"Año 2014","Comunidad de Madrid","Madrid","Atestados policiales - con denuncia familiar","286.0"
"Año 2014","Comunidad de Madrid","Madrid","Atestados policiales - por intervención directa policial","3429.0"
"Año 2014","Comunidad de Madrid","Madrid","Parte de lesiones","1098.0"
"Año 2014","Comunidad de Madrid","Madrid","Servicios asistencia-Terceros  en general","283.0"
"Año 2014","Región de Murcia","Murcia","Presentada directamente por victima","210.0"
"Año 2014","Región de Murcia","Murcia","Presentada directamente por familiares","1.0"
"Año 2014","Región de Murcia","Murcia","Atestados policiales - con denuncia victima","3077.0"
"Año 2014","Región de Murcia","Murcia","Atestados policiales - con denuncia familiar","129.0"
"Año 2014","Región de Murcia","Murcia","Atestados policiales - por intervención directa policial","520.0"
"Año 2014","Región de Murcia","Murcia","Parte de lesiones","1036.0"
"Año 2014","Región de Murcia","Murcia","Servicios asistencia-Terceros  en general","66.0"
"Año 2014","Comunidad Foral de Navarra","Navarra","Presentada directamente por victima","46.0"
"Año 2014","Comunidad Foral de Navarra","Navarra","Presentada directamente por familiares","1.0"
"Año 2014","Comunidad Foral de Navarra","Navarra","Atestados policiales - con denuncia victima","1049.0"
"Año 2014","Comunidad Foral de Navarra","Navarra","Atestados policiales - con denuncia familiar","2.0"
"Año 2014","Comunidad Foral de Navarra","Navarra","Atestados policiales - por intervención directa policial","31.0"
"Año 2014","Comunidad Foral de Navarra","Navarra","Parte de lesiones","174.0"
"Año 2014","Comunidad Foral de Navarra","Navarra","Servicios asistencia-Terceros  en general","25.0"
"Año 2014","País Vasco","Álava","Presentada directamente por victima","37.0"
"Año 2014","País Vasco","Álava","Presentada directamente por familiares","1.0"
"Año 2014","País Vasco","Álava","Atestados policiales - con denuncia victima","403.0"
"Año 2014","País Vasco","Álava","Atestados policiales - con denuncia familiar","7.0"
"Año 2014","País Vasco","Álava","Atestados policiales - por intervención directa policial","178.0"
"Año 2014","País Vasco","Álava","Parte de lesiones","31.0"
"Año 2014","País Vasco","Álava","Servicios asistencia-Terceros  en general","6.0"
"Año 2014","País Vasco","Guipúzcoa","Presentada directamente por victima","77.0"
"Año 2014","País Vasco","Guipúzcoa","Presentada directamente por familiares","2.0"
"Año 2014","País Vasco","Guipúzcoa","Atestados policiales - con denuncia victima","584.0"
"Año 2014","País Vasco","Guipúzcoa","Atestados policiales - con denuncia familiar","16.0"
"Año 2014","País Vasco","Guipúzcoa","Atestados policiales - por intervención directa policial","318.0"
"Año 2014","País Vasco","Guipúzcoa","Parte de lesiones","48.0"
"Año 2014","País Vasco","Guipúzcoa","Servicios asistencia-Terceros  en general","39.0"
"Año 2014","País Vasco","Vizcaya","Presentada directamente por victima","124.0"
"Año 2014","País Vasco","Vizcaya","Presentada directamente por familiares","11.0"
"Año 2014","País Vasco","Vizcaya","Atestados policiales - con denuncia victima","1361.0"
"Año 2014","País Vasco","Vizcaya","Atestados policiales - con denuncia familiar","36.0"
"Año 2014","País Vasco","Vizcaya","Atestados policiales - por intervención directa policial","583.0"
"Año 2014","País Vasco","Vizcaya","Parte de lesiones","121.0"
"Año 2014","País Vasco","Vizcaya","Servicios asistencia-Terceros  en general","7.0"
"Año 2014","La Rioja","La Rioja","Presentada directamente por victima","28.0"
"Año 2014","La Rioja","La Rioja","Presentada directamente por familiares","1.0"
"Año 2014","La Rioja","La Rioja","Atestados policiales - con denuncia victima","425.0"
"Año 2014","La Rioja","La Rioja","Atestados policiales - con denuncia familiar","3.0"
"Año 2014","La Rioja","La Rioja","Atestados policiales - por intervención directa policial","79.0"
"Año 2014","La Rioja","La Rioja","Parte de lesiones","11.0"
"Año 2014","La Rioja","La Rioja","Servicios asistencia-Terceros  en general","2.0"
"Año 2014","Ceuta","Ceuta","Presentada directamente por victima","171.0"
"Año 2014","Ceuta","Ceuta","Presentada directamente por familiares","0.0"
"Año 2014","Ceuta","Ceuta","Atestados policiales - con denuncia victima","50.0"
"Año 2014","Ceuta","Ceuta","Atestados policiales - con denuncia familiar","0.0"
"Año 2014","Ceuta","Ceuta","Atestados policiales - por intervención directa policial","9.0"
"Año 2014","Ceuta","Ceuta","Parte de lesiones","6.0"
"Año 2014","Ceuta","Ceuta","Servicios asistencia-Terceros  en general","3.0"
"Año 2014","Melilla","Melilla","Presentada directamente por victima","44.0"
"Año 2014","Melilla","Melilla","Presentada directamente por familiares","0.0"
"Año 2014","Melilla","Melilla","Atestados policiales - con denuncia victima","223.0"
"Año 2014","Melilla","Melilla","Atestados policiales - con denuncia familiar","0.0"
"Año 2014","Melilla","Melilla","Atestados policiales - por intervención directa policial","3.0"
"Año 2014","Melilla","Melilla","Parte de lesiones","33.0"
"Año 2014","Melilla","Melilla","Servicios asistencia-Terceros  en general","0.0"
"Año 2015","Andalucía","Almería","Presentada directamente por victima","0.0"
"Año 2015","Andalucía","Almería","Presentada directamente por familiares","0.0"
"Año 2015","Andalucía","Almería","Atestados policiales - con denuncia victima","370.0"
"Año 2015","Andalucía","Almería","Atestados policiales - con denuncia familiar","5.0"
"Año 2015","Andalucía","Almería","Atestados policiales - por intervención directa policial","21.0"
"Año 2015","Andalucía","Almería","Parte de lesiones","119.0"
"Año 2015","Andalucía","Almería","Servicios asistencia-Terceros  en general","25.0"
"Año 2015","Andalucía","Cádiz","Presentada directamente por victima","118.0"
"Año 2015","Andalucía","Cádiz","Presentada directamente por familiares","1.0"
"Año 2015","Andalucía","Cádiz","Atestados policiales - con denuncia victima","627.0"
"Año 2015","Andalucía","Cádiz","Atestados policiales - con denuncia familiar","11.0"
"Año 2015","Andalucía","Cádiz","Atestados policiales - por intervención directa policial","73.0"
"Año 2015","Andalucía","Cádiz","Parte de lesiones","116.0"
"Año 2015","Andalucía","Cádiz","Servicios asistencia-Terceros  en general","26.0"
"Año 2015","Andalucía","Córdoba","Presentada directamente por victima","16.0"
"Año 2015","Andalucía","Córdoba","Presentada directamente por familiares","0.0"
"Año 2015","Andalucía","Córdoba","Atestados policiales - con denuncia victima","312.0"
"Año 2015","Andalucía","Córdoba","Atestados policiales - con denuncia familiar","0.0"
"Año 2015","Andalucía","Córdoba","Atestados policiales - por intervención directa policial","6.0"
"Año 2015","Andalucía","Córdoba","Parte de lesiones","34.0"
"Año 2015","Andalucía","Córdoba","Servicios asistencia-Terceros  en general","0.0"
"Año 2015","Andalucía","Granada","Presentada directamente por victima","11.0"
"Año 2015","Andalucía","Granada","Presentada directamente por familiares","7.0"
"Año 2015","Andalucía","Granada","Atestados policiales - con denuncia victima","622.0"
"Año 2015","Andalucía","Granada","Atestados policiales - con denuncia familiar","6.0"
"Año 2015","Andalucía","Granada","Atestados policiales - por intervención directa policial","30.0"
"Año 2015","Andalucía","Granada","Parte de lesiones","94.0"
"Año 2015","Andalucía","Granada","Servicios asistencia-Terceros  en general","3.0"
"Año 2015","Andalucía","Huelva","Presentada directamente por victima","24.0"
"Año 2015","Andalucía","Huelva","Presentada directamente por familiares","2.0"
"Año 2015","Andalucía","Huelva","Atestados policiales - con denuncia victima","236.0"
"Año 2015","Andalucía","Huelva","Atestados policiales - con denuncia familiar","7.0"
"Año 2015","Andalucía","Huelva","Atestados policiales - por intervención directa policial","39.0"
"Año 2015","Andalucía","Huelva","Parte de lesiones","65.0"
"Año 2015","Andalucía","Huelva","Servicios asistencia-Terceros  en general","0.0"
"Año 2015","Andalucía","Jaén","Presentada directamente por victima","12.0"
"Año 2015","Andalucía","Jaén","Presentada directamente por familiares","0.0"
"Año 2015","Andalucía","Jaén","Atestados policiales - con denuncia victima","261.0"
"Año 2015","Andalucía","Jaén","Atestados policiales - con denuncia familiar","4.0"
"Año 2015","Andalucía","Jaén","Atestados policiales - por intervención directa policial","52.0"
"Año 2015","Andalucía","Jaén","Parte de lesiones","39.0"
"Año 2015","Andalucía","Jaén","Servicios asistencia-Terceros  en general","0.0"
"Año 2015","Andalucía","Málaga","Presentada directamente por victima","59.0"
"Año 2015","Andalucía","Málaga","Presentada directamente por familiares","5.0"
"Año 2015","Andalucía","Málaga","Atestados policiales - con denuncia victima","786.0"
"Año 2015","Andalucía","Málaga","Atestados policiales - con denuncia familiar","41.0"
"Año 2015","Andalucía","Málaga","Atestados policiales - por intervención directa policial","393.0"
"Año 2015","Andalucía","Málaga","Parte de lesiones","218.0"
"Año 2015","Andalucía","Málaga","Servicios asistencia-Terceros  en general","19.0"
"Año 2015","Andalucía","Sevilla","Presentada directamente por victima","164.0"
"Año 2015","Andalucía","Sevilla","Presentada directamente por familiares","1.0"
"Año 2015","Andalucía","Sevilla","Atestados policiales - con denuncia victima","1348.0"
"Año 2015","Andalucía","Sevilla","Atestados policiales - con denuncia familiar","0.0"
"Año 2015","Andalucía","Sevilla","Atestados policiales - por intervención directa policial","146.0"
"Año 2015","Andalucía","Sevilla","Parte de lesiones","222.0"
"Año 2015","Andalucía","Sevilla","Servicios asistencia-Terceros  en general","7.0"
"Año 2015","Aragón","Huesca","Presentada directamente por victima","2.0"
"Año 2015","Aragón","Huesca","Presentada directamente por familiares","0.0"
"Año 2015","Aragón","Huesca","Atestados policiales - con denuncia victima","74.0"
"Año 2015","Aragón","Huesca","Atestados policiales - con denuncia familiar","2.0"
"Año 2015","Aragón","Huesca","Atestados policiales - por intervención directa policial","3.0"
"Año 2015","Aragón","Huesca","Parte de lesiones","6.0"
"Año 2015","Aragón","Huesca","Servicios asistencia-Terceros  en general","0.0"
"Año 2015","Aragón","Teruel","Presentada directamente por victima","0.0"
"Año 2015","Aragón","Teruel","Presentada directamente por familiares","0.0"
"Año 2015","Aragón","Teruel","Atestados policiales - con denuncia victima","26.0"
"Año 2015","Aragón","Teruel","Atestados policiales - con denuncia familiar","1.0"
"Año 2015","Aragón","Teruel","Atestados policiales - por intervención directa policial","2.0"
"Año 2015","Aragón","Teruel","Parte de lesiones","3.0"
"Año 2015","Aragón","Teruel","Servicios asistencia-Terceros  en general","0.0"
"Año 2015","Aragón","Zaragoza","Presentada directamente por victima","24.0"
"Año 2015","Aragón","Zaragoza","Presentada directamente por familiares","181.0"
"Año 2015","Aragón","Zaragoza","Atestados policiales - con denuncia victima","37.0"
"Año 2015","Aragón","Zaragoza","Atestados policiales - con denuncia familiar","36.0"
"Año 2015","Aragón","Zaragoza","Atestados policiales - por intervención directa policial","363.0"
"Año 2015","Aragón","Zaragoza","Parte de lesiones","1.0"
"Año 2015","Aragón","Zaragoza","Servicios asistencia-Terceros  en general","7.0"
"Año 2015","Principado de Asturias","Asturias","Presentada directamente por victima","14.0"
"Año 2015","Principado de Asturias","Asturias","Presentada directamente por familiares","0.0"
"Año 2015","Principado de Asturias","Asturias","Atestados policiales - con denuncia victima","395.0"
"Año 2015","Principado de Asturias","Asturias","Atestados policiales - con denuncia familiar","7.0"
"Año 2015","Principado de Asturias","Asturias","Atestados policiales - por intervención directa policial","81.0"
"Año 2015","Principado de Asturias","Asturias","Parte de lesiones","56.0"
"Año 2015","Principado de Asturias","Asturias","Servicios asistencia-Terceros  en general","12.0"
"Año 2015","Islas Baleares","Islas Baleares","Presentada directamente por victima","58.0"
"Año 2015","Islas Baleares","Islas Baleares","Presentada directamente por familiares","0.0"
"Año 2015","Islas Baleares","Islas Baleares","Atestados policiales - con denuncia victima","710.0"
"Año 2015","Islas Baleares","Islas Baleares","Atestados policiales - con denuncia familiar","16.0"
"Año 2015","Islas Baleares","Islas Baleares","Atestados policiales - por intervención directa policial","81.0"
"Año 2015","Islas Baleares","Islas Baleares","Parte de lesiones","241.0"
"Año 2015","Islas Baleares","Islas Baleares","Servicios asistencia-Terceros  en general","0.0"
"Año 2015","Canarias","Las Palmas","Presentada directamente por victima","106.0"
"Año 2015","Canarias","Las Palmas","Presentada directamente por familiares","2.0"
